FileSizeMB,BlockSizeMB,ChunkSizeMB,ThroughputMBs,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,CPU8,CPU9,CPU10,CPU11
2000,67108864,1048576,4.89268985654877951674e+02,1.31707317073170742106e+01,1.05392156862745096646e+01,7.82396088019559865501e+00,8.57843137254901932920e+00,1.25000000000000000000e+01,2.44552058111380148375e+01,1.34146341463414646711e+01,1.07317073170731713816e+01,2.03931203931203910429e+01,2.69607843137254921118e+00,8.86699507389162633331e+00,2.33990147783251210001e+01
2000,67108864,1048576,5.11335149766230358637e+02,2.22222222222222214327e+01,2.12658227848101262225e+01,3.04568527918781750685e+00,2.55754475703324812841e+00,1.64102564102564087989e+01,2.29797979797979792238e+01,2.29591836734693899302e+00,1.25319693094629140973e+01,7.65306122448979553319e-01,1.30769230769230784261e+01,1.27551020408163271469e+01,1.82989690721649473915e+01
2000,67108864,1048576,5.21611403677151770353e+02,3.84816753926701551336e+01,2.87958115183246077251e+00,5.49738219895287993921e+00,1.39107611548556437953e+01,6.05263157894736814058e+00,1.61538461538461532996e+01,2.12987012987012960252e+01,1.12271540469973896137e+01,2.09973753280839892099e+00,1.76623376623376628913e+01,2.09973753280839900981e+01,3.90625000000000000000e+00
2000,67108864,1048576,5.16742322048800588163e+02,2.05128205128205109986e+00,4.40104166666666714036e+01,3.89610389610389606929e+00,1.00775193798449613780e+01,4.63917525773195915662e+00,1.46153846153846167510e+01,1.49484536082474228635e+01,2.71317829457364325663e+01,3.09278350515463928971e+00,1.18110236220472444302e+01,1.08808290155440410274e+01,1.27272727272727266268e+01
2000,67108864,1048576,4.97691829716731206190e+02,2.96296296296296324257e+00,1.82957393483709260806e+01,6.81818181818181745513e+00,1.68734491315136487799e+01,3.22500000000000000000e+01,1.71149144254278731125e+01,8.52130325814536249140e+00,4.48877805486284309211e+00,1.87341772151898737775e+01,2.17821782178217837611e+01,2.00000000000000000000e+00,1.78217821782178198475e+01
2000,67108864,1048576,5.15466043158940806279e+02,6.15384615384615418776e+00,1.65803108808290176057e+01,6.97674418604651158660e+00,1.58974358974358960239e+01,1.02827763496143953503e+00,5.54156171284634790908e+00,5.46875000000000000000e+00,1.95876288659793829083e+01,1.08808290155440410274e+01,3.82428940568475397299e+01,5.68475452196382402548e+00,2.99741602067183485758e+01
2000,67108864,1048576,5.14528483525055207792e+02,7.94871794871794801196e+00,2.05655526992287924770e+01,1.25641025641025638748e+01,2.82051282051282070640e+00,1.03092783505154628187e+00,2.15736040609137056379e+01,3.35917312661498712600e+00,1.31782945736434129458e+01,1.20512820512820510999e+01,3.59897172236503859466e+00,1.51670951156812332528e+01,4.21188630490956086305e+01
2000,67108864,1048576,5.12307810926654724426e+02,1.88295165394402026493e+01,1.10539845758354751126e+01,6.41025641025640968707e+00,1.04325699745547080255e+01,4.34782608695652150743e+00,2.51889168765743072242e+01,4.87179487179487225035e+00,4.37017994858611835696e+00,3.59897172236503859466e+00,1.10256410256410255499e+01,5.91259640102827788155e+00,4.58762886597938148725e+01
2000,67108864,1048576,5.07513998504863764083e+02,9.82367758186397921349e+00,2.02020202020202033211e+00,4.83460559796437649993e+00,2.53164556962025333320e+00,3.15521628498727721990e+01,2.19753086419753067560e+01,7.34177215189873422219e+00,1.52671755725190845254e+01,2.28426395939086290809e+00,1.17048346055979646252e+01,2.79898218829516531869e+00,4.01534526854219961933e+01
2000,67108864,1048576,5.00614003074771233059e+02,8.70646766169154240345e+00,1.75879396984924629699e+00,4.75000000000000000000e+00,1.25628140703517576782e+01,3.25000000000000000000e+00,1.48780487804878038816e+01,2.61306532663316595233e+01,1.65829145728643219115e+01,6.01503759398496207211e+00,1.20300751879699241442e+01,4.02010050251256245701e+00,4.33249370277078114100e+01
2000,67108864,1048576,4.67528290136836176316e+02,2.29508196721311463762e+01,1.64319248826291097743e+00,5.63380281690140893858e+00,1.57276995305164319916e+01,4.22535211267605603780e+00,1.32420091324200903671e+01,1.77570093457943904980e+01,9.81308411214953224544e+00,2.33100233100233111827e+00,2.80373831775700921298e+00,1.20930232558139536536e+01,4.48598130841121474077e+01
2000,67108864,1048576,5.14718636777984897890e+02,2.11340206185567005548e+01,1.61953727506426723437e+01,4.56410256410256423010e+01,6.99481865284974091423e+00,2.05655526992287907007e+00,9.75000000000000000000e+00,5.16795865633074935630e+00,1.89258312020460373049e+01,3.10880829015544035698e+00,2.30769230769230793143e+00,8.83116883116883144567e+00,2.06185567010309256375e+01
